Mod:Item:MetaData, Localized Name
thaumcraft:void_pick, Пустотная кирка
thaumcraft:void_hoe, Пустотная мотыга
thaumcraft:elemental_axe, Топор потока
thaumcraft:elemental_sword, Меч западных ветров
thaumcraft:elemental_shovel, Лопата землероя
thaumcraft:elemental_pick, Кирка сущности
thaumcraft:elemental_hoe, Мотыга взращивания
thaumcraft:primal_crusher, Первичный дробитель
thaumcraft:crimson_blade, Багровый клинок
thaumcraft:grapple_gun, Мистический хвататель
thaumcraft:grapple_gun_tip, Наконечник хватателя
thaumcraft:grapple_gun_spool, Катушка хватателя
thaumcraft:goggles, Очки откровения
thaumcraft:thaumium_helm, Шлем из таумиума
thaumcraft:thaumium_chest, Нагрудник из таумиума
thaumcraft:thaumium_legs, Поножи из таумиума
thaumcraft:thaumium_boots, Ботинки из таумиума
thaumcraft:cloth_chest, Мантия тауматурга
thaumcraft:cloth_legs, Поножи тауматурга
thaumcraft:cloth_boots, Ботинки тауматурга
thaumcraft:traveller_boots, Сапоги путешественника
thaumcraft:fortress_helm, Штурмовой шлем из таумиума
thaumcraft:fortress_chest, Штурмовые латы из таумиума
thaumcraft:fortress_legs, Штурмовые набедренники из таумиума
thaumcraft:void_helm, Пустотный шлем
thaumcraft:void_chest, Пустотная кираса
thaumcraft:void_legs, Пустотные поножи
thaumcraft:void_boots, Пустотные ботинки
thaumcraft:void_robe_helm, Пустотный капюшон тауматурга
thaumcraft:void_robe_chest, Пустотная мантия тауматурга
thaumcraft:void_robe_legs, Пустотные поножи тауматурга
thaumcraft:crimson_plate_helm, Шлем багрового культа
thaumcraft:crimson_plate_chest, Кираса багрового культа
thaumcraft:crimson_plate_legs, Наголенники багрового культа
thaumcraft:crimson_boots, Ботинки багрового культа
thaumcraft:crimson_robe_helm, Капюшон багрового культа
thaumcraft:crimson_robe_chest, Мантия багрового культа
thaumcraft:crimson_robe_legs, Поножи багрового культа
thaumcraft:crimson_praetor_helm, Шлем Багрового претора
thaumcraft:crimson_praetor_chest, Кираса Багрового претора
thaumcraft:crimson_praetor_legs, Наголенники Багрового претора
thaumcraft:baubles:0, Обычный амулет
thaumcraft:baubles:1, Обычное кольцо
thaumcraft:baubles:2, Обычный пояс
thaumcraft:baubles:3, Кольцо ученика
thaumcraft:baubles:4, Шикарный амулет
thaumcraft:baubles:5, Шикарное кольцо
thaumcraft:baubles:6, Шикарный пояс
thaumcraft:amulet_vis:0, Вис-камень
thaumcraft:amulet_vis:1, Вис-амулет
thaumcraft:verdant_charm, Кольцо жизненной силы
thaumcraft:curiosity_band, Повязка реликвий
thaumcraft:voidseer_charm, Пустотная жемчужина провидца
thaumcraft:cloud_ring, Кольцо шагающего по облакам
thaumcraft:charm_undying, Амулет бессмертия
thaumcraft:creative_flux_sponge, Губка для Выбросов
thaumcraft:enchanted_placeholder, Любой зачарованный предмет
thaumcraft:caster_basic, Перчатка Заклинателя
thaumcraft:focus_1, Малая ненастроенная линза
thaumcraft:focus_2, Продвинутая ненастроенная линза
thaumcraft:focus_3, Большая ненастроенная линза
thaumcraft:focus_pouch, Сумка для линз
thaumcraft:golem_bell, Колокольчик големостроителя
thaumcraft:golem, Голем
thaumcraft:seal:0, Пустая печать
thaumcraft:seal:1, Печать контроля: Сбор
thaumcraft:seal:2, Продвинутая печать контроля: Сбор
thaumcraft:seal:3, Печать контроля: Наполнение
thaumcraft:seal:4, Продвинутая печать контроля: Наполнение
thaumcraft:seal:5, Печать контроля: Опустошение
thaumcraft:seal:6, Продвинутая печать контроля: Опустошение
thaumcraft:seal:7, Печать контроля: Жатва
thaumcraft:seal:8, Печать контроля: Забивание
thaumcraft:seal:9, Печать контроля: Охрана
thaumcraft:seal:10, Продвинутая печать контроля: Охрана
thaumcraft:seal:11, Печать контроля: Рубка
thaumcraft:seal:12, Печать контроля: Разрушение Блоков
thaumcraft:seal:13, Печать контроля: Использование
thaumcraft:seal:14, Печать контроля: Снабжение
thaumcraft:seal:15, Печать контроля: Запас
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
tombstone:decorative_grave_simple:0, §6Простая могила
tombstone:decorative_grave_simple:1, §6Простая могила
tombstone:decorative_grave_normal:0, §6Обычная могила
tombstone:decorative_grave_normal:1, §6Обычная могила
tombstone:decorative_grave_cross:0, §6Могила на кресте
tombstone:decorative_grave_cross:1, §6Могила на кресте
tombstone:decorative_tombstone:0, §6Надгробие
tombstone:decorative_tombstone:1, §6Надгробие
tombstone:decorative_subaraki_grave:0, §6Могила Субараки
tombstone:decorative_subaraki_grave:1, §6Могила Субараки
tombstone:decorative_grave_original:0, §6Настоящая могила
tombstone:decorative_grave_original:1, §6Настоящая могила
tombstone:dark_marble:0, Тёмный мрамор
tombstone:dark_marble:1, Белый мрамор
tombstone:grave_key, Ключ к могиле
tombstone:grave_plate, Могильная доска
tombstone:scroll_of_knowledge, Свиток знаний
tombstone:scroll_buff:0, §6[Зачаровано] Свиток сохранения
tombstone:scroll_buff:0, §6[Древнее] Свиток сохранения
tombstone:scroll_buff:1, §6[Зачаровано] Свиток случайной неуязвимости
tombstone:scroll_buff:1, §6[Древнее] Свиток случайной неуязвимости
tombstone:scroll_buff:2, §6[Зачаровано] Свиток замедленного падения
tombstone:scroll_buff:2, §6[Древнее] Свиток замедленного падения
tombstone:scroll_buff:3, §6[Зачаровано] Свиток очищения
tombstone:scroll_buff:3, §6[Древнее] Свиток очищения
tombstone:scroll_buff:4, §6[Зачаровано] Свиток истинного зрения
tombstone:scroll_buff:4, §6[Древнее] Свиток истинного зрения
tombstone:scroll_buff:5, §6[Зачаровано] Свиток досягаемости
tombstone:scroll_buff:5, §6[Древнее] Свиток досягаемости
tombstone:scroll_buff:6, §6[Зачаровано] Свиток сопротивления молнии
tombstone:scroll_buff:6, §6[Древнее] Свиток сопротивления молнии
tombstone:scroll_buff:7, §6[Зачаровано] Свиток сопротивления холоду
tombstone:scroll_buff:7, §6[Древнее] Свиток сопротивления холоду
tombstone:scroll_buff:8, §6[Зачаровано] Свиток водной жизни
tombstone:scroll_buff:8, §6[Древнее] Свиток водной жизни
tombstone:scroll_buff:9, §6[Зачаровано] Свиток Милосердия
tombstone:scroll_buff:9, §6[Древнее] Свиток Милосердия
tombstone:magic_scroll, tombstone.item.magic_scroll.name
tombstone:tablet_of_recall, Планшет воспоминаний
tombstone:tablet_of_home, Планшет возвращения
tombstone:tablet_of_assistance, Планшет содействия
tombstone:tablet_of_cupidity, Планшет алчности
tombstone:fishing_rod_of_misadventure, Удочка несчатья
tombstone:lost_tablet, Потерянный планшет
tombstone:dust_of_vanishing, Порошок исчезновения
tombstone:soul_receptacle, Пузырёк с душой
tombstone:familiar_receptacle, Ручной пузырёк
tombstone:voodoo_poppet, Кукла вуду
tombstone:book_of_disenchantment, Книга разочарования
